zone,state_group,year,crop,area_ha,production_tonnes,yield_hg_ha,rainfall_mm_annual,temp_avg_celsius,humidity_pct,solar_radiation,latitude,longitude,fertilizer_n_kg,fertilizer_p_kg,fertilizer_k_kg,fertilizer_total_kg,fertilizer_n_kg_zone,fertilizer_p_kg_zone,fertilizer_k_kg_zone,fertilizer_total_kg_zone,fertilizer_kg_ha,wb_fertilizer_kg_ha,agric_gdp_share,rural_population,palm_area_kha,palm_production_kmt,palm_dom_consumption_kmt,palm_exports_kmt,palm_imports_kmt,palm_ending_stocks_kmt,cassava_usda_area_kha,cassava_usda_production_kmt,cassava_usda_exports_kmt
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2000,Rice (paddy),588000,924000,15714,562.3,28.725510384551093,46.67594688576664,21.968361642002172,12.0,8.5,128000000,42000000,12000000,182000000,35840000.0,11760000.0,3360000.0,50960000.0,86.67,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2001,Rice (paddy),599200,954800,15935,679.4,28.83745790618641,44.112072417618435,22.061384929475366,12.0,8.5,132000000,44000000,13000000,189000000,36960000.0,12320000.0,3640000.0,52920000.0,88.32,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2002,Rice (paddy),610400,980000,16055,759.3,28.980024777084296,43.2484018888044,21.831061015708066,12.0,8.5,138000000,46000000,14000000,198000000,38640000.0,12880000.0,3920000.0,55440000.0,90.83,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2003,Rice (paddy),616000,980000,15909,663.3,27.77335328092503,43.03539518353113,22.641568155165793,12.0,8.5,142000000,48000000,14500000,204500000,39760000.0,13440000.0,4060000.0,57260000.0,92.95,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2004,Rice (paddy),621600,1008000,16216,711.1,28.08481123584662,45.004664998104516,22.13724122681301,12.0,8.5,148000000,50000000,15000000,213000000,41440000.0,14000000.0,4200000.0,59640000.0,95.95,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2005,Rice (paddy),630000,1064000,16889,611.9,29.032485765830206,42.78016915987462,22.68977725856732,12.0,8.5,155000000,52000000,15500000,222500000,43400000.0,14560000.0,4340000.0,62300000.0,98.89,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2006,Rice (paddy),638400,1120000,17544,570.0,28.228255986349616,42.96316754818457,22.594662770669533,12.0,8.5,162000000,54000000,16000000,232000000,45360000.0,15120000.0,4480000.0,64960000.0,101.75,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2007,Rice (paddy),646800,1176000,18182,643.9,28.159406066314485,47.44222606037821,22.8286559702317,12.0,8.5,168000000,56000000,16500000,240500000,47040000.0,15680000.0,4620000.0,67340000.0,104.11,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2008,Rice (paddy),655200,1232000,18803,713.3,29.161221721737533,45.368499893021784,22.856814053663022,12.0,8.5,175000000,58000000,17000000,250000000,49000000.0,16240000.0,4760000.0,70000000.0,106.84,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2009,Rice (paddy),663600,1260000,18987,746.9,27.900489514097146,46.04087279475995,21.945256895764434,12.0,8.5,182000000,60000000,17500000,259500000,50960000.0,16800000.0,4900000.0,72660000.0,109.49,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2010,Rice (paddy),672000,1316000,19583,634.1,28.745292558428467,45.772233376014825,22.377497454261732,12.0,8.5,190000000,63000000,18000000,271000000,53200000.0,17640000.0,5040000.0,75880000.0,112.92,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2011,Rice (paddy),680400,1372000,20165,752.9,27.71396879276182,45.267046091782724,22.097253528393058,12.0,8.5,198000000,66000000,18500000,282500000,55440000.0,18480000.0,5180000.0,79100000.0,116.26,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2012,Rice (paddy),688800,1428000,20732,593.3,27.447298660655193,44.12220910272976,22.932951427796283,12.0,8.5,210000000,70000000,19500000,299500000,58800000.0,19600000.0,5460000.0,83860000.0,121.75,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2013,Rice (paddy),697200,1400000,20080,639.3,27.96193843360192,41.261894652777194,23.42725159730389,12.0,8.5,225000000,75000000,20500000,320500000,63000000.0,21000000.0,5740000.0,89740000.0,128.71,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2014,Rice (paddy),705600,1456000,20635,589.0,28.6083151259259,43.569500364160355,22.945265185760697,12.0,8.5,240000000,80000000,21500000,341500000,67200000.0,22400000.0,6020000.0,95620000.0,135.52,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2015,Rice (paddy),714000,1512000,21176,564.2,28.768931647634876,46.995021969535294,22.234755894744563,12.0,8.5,265000000,88000000,23000000,376000000,74200000.0,24640000.0,6440000.0,105280000.0,147.45,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2016,Rice (paddy),722400,1568000,21705,589.9,28.56447922719964,42.85355015184255,22.279055348999762,12.0,8.5,280000000,93000000,24000000,397000000,78400000.0,26040000.0,6720000.0,111160000.0,153.88,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2017,Rice (paddy),730800,1624000,22222,672.0,28.21949131653436,45.68834020850069,22.2262377864193,12.0,8.5,295000000,98000000,25000000,418000000,82600000.0,27440000.0,7000000.0,117040000.0,160.15,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2018,Rice (paddy),739200,1680000,22727,640.4,29.09391804860535,48.303206784060315,22.764037851715788,12.0,8.5,310000000,103000000,26000000,439000000,86800000.0,28840000.0,7280000.0,122920000.0,166.29,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2019,Rice (paddy),747600,1708000,22846,747.1,28.610599640195087,38.19175641143006,22.140438499070584,12.0,8.5,320000000,107000000,27000000,454000000,89600000.0,29960000.0,7560000.0,127120000.0,170.04,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2020,Rice (paddy),750400,1736000,23134,681.3,28.20273885842565,42.04818311001744,22.142290798717205,12.0,8.5,315000000,105000000,26500000,446500000,88200000.0,29400000.0,7420000.0,125020000.0,166.6,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2021,Rice (paddy),756000,1764000,23333,648.4,27.592509504792876,43.73131765945464,22.31386194740379,12.0,8.5,325000000,108000000,27500000,460500000,91000000.0,30240000.0,7700000.0,128940000.0,170.56,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2022,Rice (paddy),761600,1792000,23529,551.0,28.776241215760027,45.74911258048018,22.874227579052597,12.0,8.5,310000000,103000000,26000000,439000000,86800000.0,28840000.0,7280000.0,122920000.0,161.4,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2023,Rice (paddy),767200,1848000,24088,650.8,28.936486384962937,45.564876279231065,22.23799572105199,12.0,8.5,295000000,98000000,24500000,417500000,82600000.0,27440000.0,6860000.0,116900000.0,152.37,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2000,Sorghum,1824000,2736000,15000,562.3,28.725510384551093,46.67594688576664,21.968361642002172,12.0,8.5,128000000,42000000,12000000,182000000,48640000.0,15960000.0,4560000.0,69160000.0,37.92,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2001,Sorghum,1843000,2812000,15258,679.4,28.83745790618641,44.112072417618435,22.061384929475366,12.0,8.5,132000000,44000000,13000000,189000000,50160000.0,16720000.0,4940000.0,71820000.0,38.97,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2002,Sorghum,1862000,2964000,15918,759.3,28.980024777084296,43.2484018888044,21.831061015708066,12.0,8.5,138000000,46000000,14000000,198000000,52440000.0,17480000.0,5320000.0,75240000.0,40.41,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2003,Sorghum,1869600,3040000,16260,663.3,27.77335328092503,43.03539518353113,22.641568155165793,12.0,8.5,142000000,48000000,14500000,204500000,53960000.0,18240000.0,5510000.0,77710000.0,41.57,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2004,Sorghum,1881000,3116000,16566,711.1,28.08481123584662,45.004664998104516,22.13724122681301,12.0,8.5,148000000,50000000,15000000,213000000,56240000.0,19000000.0,5700000.0,80940000.0,43.03,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2005,Sorghum,1888600,3192000,16900,611.9,29.032485765830206,42.78016915987462,22.68977725856732,12.0,8.5,155000000,52000000,15500000,222500000,58900000.0,19760000.0,5890000.0,84550000.0,44.77,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2006,Sorghum,1900000,3268000,17200,570.0,28.228255986349616,42.96316754818457,22.594662770669533,12.0,8.5,162000000,54000000,16000000,232000000,61560000.0,20520000.0,6080000.0,88160000.0,46.4,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2007,Sorghum,1907600,3306000,17331,643.9,28.159406066314485,47.44222606037821,22.8286559702317,12.0,8.5,168000000,56000000,16500000,240500000,63840000.0,21280000.0,6270000.0,91390000.0,47.91,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2008,Sorghum,1915200,3382000,17659,713.3,29.161221721737533,45.368499893021784,22.856814053663022,12.0,8.5,175000000,58000000,17000000,250000000,66500000.0,22040000.0,6460000.0,95000000.0,49.6,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2009,Sorghum,1922800,3458000,17984,746.9,27.900489514097146,46.04087279475995,21.945256895764434,12.0,8.5,182000000,60000000,17500000,259500000,69160000.0,22800000.0,6650000.0,98610000.0,51.28,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2010,Sorghum,1930400,3534000,18307,634.1,28.745292558428467,45.772233376014825,22.377497454261732,12.0,8.5,190000000,63000000,18000000,271000000,72200000.0,23940000.0,6840000.0,102980000.0,53.35,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2011,Sorghum,1938000,3648000,18824,752.9,27.71396879276182,45.267046091782724,22.097253528393058,12.0,8.5,198000000,66000000,18500000,282500000,75240000.0,25080000.0,7030000.0,107350000.0,55.39,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2012,Sorghum,1945600,3724000,19141,593.3,27.447298660655193,44.12220910272976,22.932951427796283,12.0,8.5,210000000,70000000,19500000,299500000,79800000.0,26600000.0,7410000.0,113810000.0,58.5,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2013,Sorghum,1949400,3800000,19493,639.3,27.96193843360192,41.261894652777194,23.42725159730389,12.0,8.5,225000000,75000000,20500000,320500000,85500000.0,28500000.0,7790000.0,121790000.0,62.48,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2014,Sorghum,1953200,3876000,19845,589.0,28.6083151259259,43.569500364160355,22.945265185760697,12.0,8.5,240000000,80000000,21500000,341500000,91200000.0,30400000.0,8170000.0,129770000.0,66.44,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2015,Sorghum,1957000,3914000,20000,564.2,28.768931647634876,46.995021969535294,22.234755894744563,12.0,8.5,265000000,88000000,23000000,376000000,100700000.0,33440000.0,8740000.0,142880000.0,73.01,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2016,Sorghum,1957000,3952000,20194,589.9,28.56447922719964,42.85355015184255,22.279055348999762,12.0,8.5,280000000,93000000,24000000,397000000,106400000.0,35340000.0,9120000.0,150860000.0,77.09,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2017,Sorghum,1960800,3990000,20349,672.0,28.21949131653436,45.68834020850069,22.2262377864193,12.0,8.5,295000000,98000000,25000000,418000000,112100000.0,37240000.0,9500000.0,158840000.0,81.01,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2018,Sorghum,1964600,4028000,20503,640.4,29.09391804860535,48.303206784060315,22.764037851715788,12.0,8.5,310000000,103000000,26000000,439000000,117800000.0,39140000.0,9880000.0,166820000.0,84.91,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2019,Sorghum,1968400,4104000,20849,747.1,28.610599640195087,38.19175641143006,22.140438499070584,12.0,8.5,320000000,107000000,27000000,454000000,121600000.0,40660000.0,10260000.0,172520000.0,87.64,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2020,Sorghum,1968400,4104000,20849,681.3,28.20273885842565,42.04818311001744,22.142290798717205,12.0,8.5,315000000,105000000,26500000,446500000,119700000.0,39900000.0,10070000.0,169670000.0,86.2,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2021,Sorghum,1972200,4180000,21195,648.4,27.592509504792876,43.73131765945464,22.31386194740379,12.0,8.5,325000000,108000000,27500000,460500000,123500000.0,41040000.0,10450000.0,174990000.0,88.73,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2022,Sorghum,1976000,4256000,21538,551.0,28.776241215760027,45.74911258048018,22.874227579052597,12.0,8.5,310000000,103000000,26000000,439000000,117800000.0,39140000.0,9880000.0,166820000.0,84.42,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2023,Sorghum,1979800,4332000,21881,650.8,28.936486384962937,45.564876279231065,22.23799572105199,12.0,8.5,295000000,98000000,24500000,417500000,112100000.0,37240000.0,9310000.0,158650000.0,80.13,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2000,Yam,105000,1150000,109524,562.3,28.725510384551093,46.67594688576664,21.968361642002172,12.0,8.5,128000000,42000000,12000000,182000000,6400000.0,2100000.0,600000.0,9100000.0,86.67,5.35714285714286,21.3572412972176,71686040,2120,720,740.0,10,30.0,45.0,3100,32000,200
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2001,Yam,110000,1300000,118182,679.4,28.83745790618641,44.112072417618435,22.061384929475366,12.0,8.5,132000000,44000000,13000000,189000000,6600000.0,2200000.0,650000.0,9450000.0,85.91,6.19898460071246,24.4753546604632,72559112,2150,740,760.0,10,30.0,45.0,3200,34000,210
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2002,Yam,115000,1300000,113043,759.3,28.980024777084296,43.2484018888044,21.831061015708066,12.0,8.5,138000000,46000000,14000000,198000000,6900000.0,2300000.0,700000.0,9900000.0,86.09,4.31467159829635,36.9650826661797,73437219,2180,760,790.0,10,30.0,40.0,3380,37953,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2003,Yam,120000,1350000,112500,663.3,27.77335328092503,43.03539518353113,22.641568155165793,12.0,8.5,142000000,48000000,14500000,204500000,7100000.0,2400000.0,725000.0,10225000.0,85.21,6.01738570508693,33.8270605515687,74312783,2220,780,810.0,10,30.0,40.0,3570,40000,220
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2004,Yam,125000,1425000,114000,711.1,28.08481123584662,45.004664998104516,22.13724122681301,12.0,8.5,148000000,50000000,15000000,213000000,7400000.0,2500000.0,750000.0,10650000.0,85.2,4.44963777237,27.2304536006497,75184138,2260,800,840.0,10,30.0,40.0,3720,43410,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2005,Yam,127000,1591750,125335,611.9,29.032485765830206,42.78016915987462,22.68977725856732,12.0,8.5,155000000,52000000,15500000,222500000,7750000.0,2600000.0,775000.0,11125000.0,87.6,7.24118271756749,26.0892828250796,76038866,2290,820,860.0,10,40.0,40.0,3820,45721,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2006,Yam,129000,1840950,142709,570.0,28.228255986349616,42.96316754818457,22.594662770669533,12.0,8.5,162000000,54000000,16000000,232000000,8100000.0,2700000.0,800000.0,11600000.0,89.92,10.3152677723795,24.7349912601339,76887720,2330,840,890.0,10,50.0,45.0,3900,48064,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2007,Yam,131000,1750850,133653,643.9,28.159406066314485,47.44222606037821,22.8286559702317,12.0,8.5,168000000,56000000,16500000,240500000,8400000.0,2800000.0,825000.0,12025000.0,91.79,4.34054958850607,24.6625772142283,77804901,2380,860,920.0,10,60.0,50.0,3950,43418,230
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2008,Yam,133000,1700000,127820,713.3,29.161221721737533,45.368499893021784,22.856814053663022,12.0,8.5,175000000,58000000,17000000,250000000,8750000.0,2900000.0,850000.0,12500000.0,93.98,5.89698135295593,25.2797507802655,78717888,2420,880,950.0,10,70.0,55.0,4000,44582,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2009,Yam,135000,1800000,133333,746.9,27.900489514097146,46.04087279475995,21.945256895764434,12.0,8.5,182000000,60000000,17500000,259500000,9100000.0,3000000.0,875000.0,12975000.0,96.11,4.56587654588848,26.7488545066519,79623758,2460,900,980.0,10,80.0,60.0,3980,44564,240
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2010,Yam,137000,1850000,135036,634.1,28.745292558428467,45.772233376014825,22.377497454261732,12.0,8.5,190000000,63000000,18000000,271000000,9500000.0,3150000.0,900000.0,13550000.0,98.91,11.2145520311631,23.8937040912791,80525477,2500,920,1020.0,5,95.0,55.0,4010,45700,250
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2011,Yam,139000,1900000,136691,752.9,27.71396879276182,45.267046091782724,22.097253528393058,12.0,8.5,198000000,66000000,18500000,282500000,9900000.0,3300000.0,925000.0,14125000.0,101.62,6.20177365099664,22.2347109931956,81421843,2540,940,1040.0,5,100.0,60.0,4050,52403,270
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2012,Yam,140000,2000000,142857,593.3,27.447298660655193,44.12220910272976,22.932951427796283,12.0,8.5,210000000,70000000,19500000,299500000,10500000.0,3500000.0,975000.0,14975000.0,106.96,8.42718662333694,21.8599586165277,82281965,2590,960,1050.0,5,100.0,65.0,4090,54000,280
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2013,Yam,141000,2165000,153546,639.3,27.96193843360192,41.261894652777194,23.42725159730389,12.0,8.5,225000000,75000000,20500000,320500000,11250000.0,3750000.0,1025000.0,16025000.0,113.65,8.50913026586002,20.7586228322439,83078003,2640,980,1070.0,5,100.0,65.0,4120,54830,290
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2014,Yam,142500,2200000,154386,589.0,28.6083151259259,43.569500364160355,22.945265185760697,12.0,8.5,240000000,80000000,21500000,341500000,12000000.0,4000000.0,1075000.0,17075000.0,119.82,8.95755004713581,19.9902547680805,83796300,2680,1000,1090.0,5,100.0,70.0,4130,57000,300
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2015,Yam,144000,2350000,163194,564.2,28.768931647634876,46.995021969535294,22.234755894744563,12.0,8.5,265000000,88000000,23000000,376000000,13250000.0,4400000.0,1150000.0,18800000.0,130.56,7.96584203673435,20.6318934800012,84405544,2720,1010,1100.0,5,100.0,75.0,4150,59300,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2016,Yam,145000,2400000,165517,589.9,28.56447922719964,42.85355015184255,22.279055348999762,12.0,8.5,280000000,93000000,24000000,397000000,14000000.0,4650000.0,1200000.0,19850000.0,136.9,10.734949763348,20.9831097083173,84937802,2760,1020,1120.0,5,110.0,70.0,4160,59587,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2017,Yam,146000,2450000,167808,672.0,28.21949131653436,45.68834020850069,22.2262377864193,12.0,8.5,295000000,98000000,25000000,418000000,14750000.0,4900000.0,1250000.0,20900000.0,143.15,20.295907079646,20.8465714300542,85411312,2800,1040,1140.0,5,110.0,65.0,4180,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2018,Yam,147500,2550000,172881,640.4,29.09391804860535,48.303206784060315,22.764037851715788,12.0,8.5,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,148.81,18.8412959912136,21.203773720121,85755936,2840,1060,1170.0,5,120.0,70.0,4200,59200,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2019,Yam,149000,2650000,177852,747.1,28.610599640195087,38.19175641143006,22.140438499070584,12.0,8.5,320000000,107000000,27000000,454000000,16000000.0,5350000.0,1350000.0,22700000.0,152.35,18.6103276198742,25.7349305726601,85970564,2880,1080,1200.0,5,130.0,75.0,4250,60000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2020,Yam,149500,2680000,179264,681.3,28.20273885842565,42.04818311001744,22.142290798717205,12.0,8.5,315000000,105000000,26500000,446500000,15750000.0,5250000.0,1325000.0,22325000.0,149.33,22.5588522456064,28.3454204380593,86099297,2920,1090,1210.0,5,135.0,80.0,4260,60000,310
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2021,Yam,150000,2700000,180000,648.4,27.592509504792876,43.73131765945464,22.31386194740379,12.0,8.5,325000000,108000000,27500000,460500000,16250000.0,5400000.0,1375000.0,23025000.0,153.5,17.9649598611412,29.3882780431661,86166415,2950,1110,1240.0,5,140.0,85.0,4280,61000,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2022,Yam,150500,2725000,181063,551.0,28.776241215760027,45.74911258048018,22.874227579052597,12.0,8.5,310000000,103000000,26000000,439000000,15500000.0,5150000.0,1300000.0,21950000.0,145.85,7.28113473638533,28.5515522199731,86197021,2980,1130,1260.0,5,140.0,90.0,4300,61500,320
North West,"Kano, Kaduna, Sokoto, Katsina, Zamfara, Kebbi, Jigawa",2023,Yam,151000,2750000,182119,650.8,28.936486384962937,45.564876279231065,22.23799572105199,12.0,8.5,295000000,98000000,24500000,417500000,14750000.0,4900000.0,1225000.0,20875000.0,138.25,4.23860924278585,27.718291279131,86197462,3000,1150,1280.0,5,145.0,90.0,4330,62000,330
