Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2010,2010,hg/ha,9091,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2011,2011,ha,500000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2011,2011,tonnes,467000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2011,2011,hg/ha,9340,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2012,2012,ha,507000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2012,2012,tonnes,480000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2012,2012,hg/ha,9467,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2013,2013,ha,514000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2013,2013,tonnes,495000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2013,2013,hg/ha,9630,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2014,2014,ha,518000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2014,2014,tonnes,510000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2014,2014,hg/ha,9846,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2015,2015,ha,520000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2015,2015,tonnes,520000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2015,2015,hg/ha,10000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2016,2016,ha,522000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2016,2016,tonnes,530000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2016,2016,hg/ha,10153,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2017,2017,ha,525000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2017,2017,tonnes,540000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2017,2017,hg/ha,10286,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2018,2018,ha,528000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2018,2018,tonnes,550000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2018,2018,hg/ha,10417,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2019,2019,ha,530000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2019,2019,tonnes,565000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2019,2019,hg/ha,10660,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2020,2020,ha,532000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2020,2020,tonnes,580000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2020,2020,hg/ha,10902,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2021,2021,ha,535000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2021,2021,tonnes,590000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2021,2021,hg/ha,11028,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2022,2022,ha,537000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2022,2022,tonnes,600000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2022,2022,hg/ha,11173,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5312,Area harvested,661,Cocoa beans,2023,2023,ha,540000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5510,Production,661,Cocoa beans,2023,2023,tonnes,610000,F,FAO estimate
QCL,Crops and livestock products,159,Nigeria,5419,Yield,661,Cocoa beans,2023,2023,hg/ha,11296,F,FAO estimate
